Id,Category
1230,1
1231,2
1232,1
1233,2
1234,0
1235,1
1236,0
1237,2
1238,2
1239,1
1240,1
1241,1
1242,0
1243,0
1244,2
1245,1
1246,0
1247,1
1248,0
1249,1
1250,1
1251,1
1252,2
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,2
1260,1
1261,2
1262,1
1263,0
1264,1
1265,0
1266,2
1267,1
1268,1
1269,2
1270,1
1271,2
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,2
1279,1
1280,2
1281,1
1282,2
1283,0
1284,1
1285,1
1286,1
1287,2
1288,2
1289,0
1290,1
1291,2
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,2
1300,1
1301,1
1302,2
1303,2
1304,1
1305,1
1306,1
1307,2
1308,2
1309,2
1310,0
1311,1
1312,1
1313,0
1314,2
1315,1
1316,1
1317,0
1318,1
1319,0
1320,1
1321,1
1322,1
1323,1
1324,0
1325,2
1326,1
1327,1
1328,1
1329,1
1330,1
1331,2
1332,1
1333,2
1334,1
1335,0
1336,0
1337,1
1338,0
1339,2
1340,1
1341,1
1342,0
1343,2
1344,1
1345,0
1346,1
1347,1
1348,1
1349,2
1350,1
1351,2
1352,1
1353,1
1354,2
1355,1
1356,0
1357,1
1358,1
1359,2
1360,1
1361,1
1362,0
1363,1
1364,1
1365,1
1366,0
1367,2
1368,0
1369,2
1370,0
1371,2
1372,2
1373,1
1374,0
1375,2
1376,2
1377,2
1378,0
1379,1
1380,2
1381,0
1382,0
1383,0
1384,0
1385,1
1386,1
1387,2
1388,2
1389,1
1390,0
1391,1
1392,2
1393,2
1394,0
1395,1
1396,2
1397,1
1398,1
1399,2
1400,0
1401,2
1402,1
1403,2
1404,2
1405,2
1406,1
1407,2
1408,2
1409,1
1410,1
1411,1
1412,2
1413,2
1414,0
1415,1
1416,1
1417,1
1418,2
1419,0
1420,0
1421,1
1422,0
1423,1
1424,1
1425,1
1426,1
1427,0
1428,0
1429,0
1430,2
1431,1
1432,1
1433,2
1434,2
1435,0
1436,2
1437,0
1438,2
1439,2
1440,2
1441,2
1442,1
1443,0
1444,2
1445,1
1446,2
1447,0
1448,0
1449,2
1450,0
1451,1
1452,1
1453,2
1454,0
1455,0
1456,1
1457,1
1458,1
1459,1
1460,1
1461,0
1462,2
1463,2
1464,1
1465,2
1466,2
1467,1
1468,1
1469,1
1470,0
1471,2
1472,1
1473,2
1474,1
1475,1
1476,0
1477,2
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,2
1485,2
1486,2
1487,2
1488,1
1489,2
1490,1
1491,2
1492,1
1493,1
1494,0
1495,0
1496,1
1497,0
1498,2
1499,1
1500,0
1501,0
1502,0
1503,1
1504,1
1505,2
1506,0
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,0
1514,0
1515,1
1516,2
1517,2
1518,2
1519,1
1520,1
1521,2
1522,2
1523,1
1524,2
1525,1
1526,0
1527,0
1528,2
1529,1
1530,0
1531,0
1532,2
1533,2
1534,2
1535,0
1536,0
1537,1
1538,0
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,0
1546,2
1547,2
1548,1
1549,1
1550,0
1551,1
1552,1
1553,1
1554,0
1555,1
1556,0
1557,2
1558,2
1559,2
1560,2
1561,1
1562,2
1563,0
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,0
1571,2
1572,1
1573,1
1574,2
1575,0
1576,0
1577,2
1578,0
1579,1
1580,2
1581,0
1582,0
1583,1
1584,0
1585,1
1586,2
1587,2
1588,0
1589,1
1590,1
1591,2
1592,0
1593,2
1594,2
1595,0
1596,0
1597,2
1598,1
1599,0
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,2
1608,1
1609,1
1610,0
1611,1
1612,1
1613,1
1614,2
1615,1
1616,0
1617,0
1618,0
1619,2
1620,1
1621,0
1622,1
1623,1
1624,2
1625,2
1626,2
1627,2
1628,2
1629,1
1630,1
1631,1
1632,1
1633,2
1634,1
1635,1
1636,2
1637,2
1638,2
1639,1
1640,1
1641,1
1642,0
1643,2
1644,2
1645,0
1646,2
1647,1
1648,2
1649,1
1650,2
1651,2
1652,2
1653,1
1654,1
1655,1
1656,1
1657,2
1658,1
1659,1
1660,0
1661,2
1662,1
1663,1
1664,1
1665,1
1666,0
1667,2
1668,1
1669,2
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,1
1682,0
1683,0
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,0
1694,2
1695,2
1696,2
1697,2
1698,1
1699,0
1700,1
1701,0
1702,2
1703,1
1704,2
1705,1
1706,2
1707,1
1708,1
1709,0
1710,1
1711,2
1712,1
1713,1
1714,1
1715,1
1716,2
1717,0
1718,1
1719,1
1720,2
1721,2
1722,2
1723,2
1724,1
1725,2
1726,1
1727,2
1728,1
1729,1
1730,1
1731,1
1732,1
1733,0
1734,2
1735,1
1736,1
1737,1
1738,2
1739,2
1740,1
1741,1
1742,2
1743,1
1744,1
1745,2
1746,1
1747,1
1748,0
1749,0
1750,2
1751,2
1752,1
1753,2
1754,1
1755,1
1756,1
1757,2
1758,1
1759,2
1760,1
1761,1
1762,2
1763,1
1764,0
1765,0
1766,2
1767,1
1768,0
1769,1
1770,2
1771,1
1772,1
1773,0
1774,1
1775,0
1776,0
1777,1
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,1
1792,1
1793,1
1794,0
1795,1
1796,1
1797,1
1798,0
1799,2
1800,1
1801,1
1802,1
1803,2
1804,2
1805,0
1806,0
1807,2
1808,0
1809,2
1810,1
1811,2
1812,1
1813,2
1814,2
1815,0
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,2
1828,1
1829,1
1830,1
1831,1
1832,1
1833,2
1834,1
1835,1
1836,2
1837,0
1838,2
1839,0
1840,1
1841,0
1842,2
1843,1
1844,2
1845,2
1846,2
1847,1
1848,1
1849,0
1850,1
1851,1
1852,0
1853,0
1854,2
1855,0
1856,1
1857,2
1858,2
1859,1
1860,1
1861,1
1862,1
1863,2
1864,1
1865,1
1866,2
1867,1
1868,1
1869,1
1870,0
1871,1
1872,0
1873,1
1874,1
1875,1
1876,2
1877,2
1878,1
1879,0
1880,2
1881,2
1882,1
1883,2
1884,1
1885,2
1886,1
1887,1
1888,2
1889,1
1890,2
1891,0
1892,0
1893,0
1894,1
1895,1
1896,1
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,2
1904,2
1905,1
1906,2
1907,1
1908,1
1909,1
1910,2
1911,0
1912,2
1913,1
1914,2
1915,2
1916,2
1917,1
1918,2
1919,0
1920,1
1921,1
1922,0
1923,2
1924,1
1925,1
1926,2
1927,0
1928,0
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,2
1936,1
1937,1
1938,1
1939,2
1940,0
1941,1
1942,2
1943,1
1944,1
1945,2
1946,1
1947,1
1948,2
1949,0
1950,1
1951,1
1952,1
1953,0
1954,1
1955,1
1956,0
1957,1
1958,2
1959,2
1960,2
1961,1
1962,1
1963,0
1964,1
1965,0
1966,1
1967,2
1968,2
1969,1
1970,2
1971,1
1972,1
1973,1
1974,2
1975,0
1976,1
1977,2
1978,2
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,2
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0
1996,2
1997,2
1998,2
1999,0
2000,1
2001,1
2002,1
2003,0
2004,0
2005,2
2006,2
2007,0
2008,1
2009,2
2010,0
2011,1
2012,0
2013,2
2014,2
2015,2
2016,2
2017,1
2018,1
2019,2
2020,0
2021,1
2022,1
2023,1
2024,0
2025,1
2026,1
2027,1
2028,2
2029,1
2030,0
2031,1
2032,2
2033,0
2034,0
2035,1
2036,1
2037,2
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,0
2045,1
2046,1
2047,2
2048,0
2049,0
2050,1
2051,2
2052,2
2053,2
2054,1
2055,1
2056,1
2057,0
2058,1
2059,2
2060,1
2061,2
2062,0
2063,0
2064,2
2065,2
2066,1
2067,2
2068,2
2069,1
2070,0
2071,2
2072,0
2073,0
2074,1
2075,1
2076,1
2077,2
2078,1
2079,1
2080,1
2081,0
2082,0
2083,1
2084,2
2085,1
2086,1
2087,0
2088,2
2089,2
2090,1
2091,1
2092,1
2093,2
2094,0
2095,1
2096,1
2097,1
2098,0
2099,1
2100,1
2101,2
2102,1
2103,1
2104,2
2105,2
2106,1
2107,1
2108,0
2109,2
2110,0
2111,2
2112,2
2113,1
2114,2
2115,0
2116,0
2117,2
2118,0
2119,2
2120,2
2121,1
2122,1
2123,1
2124,0
2125,2
2126,2
2127,1
2128,1
2129,2
2130,2
2131,2
2132,1
2133,1
2134,1
2135,1
2136,2
2137,1
2138,2
2139,0
2140,2
2141,0
2142,1
2143,2
2144,2
2145,1
2146,0
2147,0
2148,1
2149,0
2150,2
2151,0
2152,0
2153,2
2154,1
2155,0
2156,1
2157,2
2158,2
2159,1
2160,2
2161,0
2162,0
2163,0
2164,0
2165,0
2166,1
2167,1
2168,1
2169,1
2170,1
2171,0
2172,2
2173,1
2174,1
2175,2
2176,1
2177,0
2178,1
2179,2
2180,1
2181,0
2182,0
2183,2
2184,1
2185,2
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,2
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,2
2200,2
2201,0
2202,0
2203,0
2204,2
2205,1
2206,1
2207,0
2208,0
2209,2
2210,1
2211,2
2212,1
2213,1
2214,1
2215,2
2216,0
2217,1
2218,2
2219,0
2220,1
2221,2
2222,0
2223,1
2224,1
2225,0
2226,2
2227,2
2228,1
2229,2
2230,2
2231,1
2232,0
2233,0
2234,1
2235,2
2236,1
2237,2
2238,2
2239,1
2240,1
2241,1
2242,2
2243,1
2244,1
2245,1
2246,0
2247,1
2248,0
2249,1
2250,1
2251,2
2252,2
2253,2
2254,1
2255,1
2256,0
2257,1
2258,1
2259,1
2260,2
2261,2
2262,1
2263,1
2264,1
2265,1
2266,2
2267,2
2268,1
2269,2
2270,2
2271,2
2272,2
2273,1
2274,1
2275,1
2276,1
2277,1
2278,2
2279,1
2280,1
2281,1
2282,2
2283,2
2284,0
2285,2
2286,1
2287,2
2288,0
2289,0
2290,0
2291,1
2292,1
2293,2
2294,0
2295,0
2296,1
2297,1
2298,2
2299,1
2300,0
2301,2
2302,1
2303,2
2304,1
2305,2
2306,2
2307,2
2308,0
2309,1
2310,2
2311,1
2312,1
2313,1
2314,1
2315,0
2316,1
2317,2
2318,1
2319,1
2320,2
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,0
2328,0
2329,0
2330,1
2331,0
2332,2
2333,2
2334,1
2335,1
2336,2
2337,0
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,2
2347,2
2348,2
2349,2
2350,2
2351,0
2352,2
2353,1
2354,2
2355,1
2356,1
2357,0
2358,2
2359,2
2360,2
2361,2
2362,0
2363,2
2364,0
2365,1
2366,1
2367,0
2368,1
2369,2
2370,2
2371,2
2372,0
2373,2
2374,0
2375,2
2376,1
2377,2
2378,1
2379,1
2380,1
2381,2
2382,1
2383,1
2384,1
2385,0
2386,2
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,2
2397,0
2398,0
2399,1
2400,1
2401,0
2402,0
2403,1
2404,2
2405,2
2406,1
2407,2
2408,0
2409,1
2410,2
2411,1
2412,1
2413,1
2414,1
2415,1
2416,0
2417,1
2418,1
2419,2
2420,2
2421,0
2422,1
2423,1
2424,2
2425,2
2426,1
2427,0
2428,1
2429,2
2430,0
2431,0
2432,1
2433,1
2434,0
2435,1
2436,0
2437,0
2438,2
2439,2
2440,2
2441,2
2442,0
2443,0
2444,1
2445,0
2446,2
2447,1
2448,0
2449,1
2450,2
2451,2
2452,0
2453,1
2454,1
2455,2
2456,2
2457,1
2458,1
2459,1
2460,2
2461,1
2462,2
2463,1
2464,1
2465,1
2466,0
2467,0
2468,0
2469,0
2470,1
2471,2
2472,1
2473,2
2474,1
2475,2
2476,1
2477,1
2478,1
2479,2
2480,2
2481,2
2482,1
2483,0
2484,2
2485,1
2486,0
2487,2
2488,2
2489,2
2490,0
2491,1
2492,2
2493,2
2494,2
2495,1
2496,0
2497,1
2498,0
2499,0
2500,2
2501,1
2502,1
2503,2
2504,2
2505,1
2506,1
2507,1
2508,1
2509,2
2510,0
2511,2
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,2
2521,1
2522,2
2523,2
2524,2
2525,0
2526,2
2527,0
2528,1
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,2
2539,2
2540,1
2541,0
2542,1
2543,0
2544,0
2545,1
2546,0
2547,1
2548,2
2549,1
2550,0
2551,0
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,1
2559,2
2560,2
2561,1
2562,1
2563,1
2564,2
2565,2
2566,1
2567,0
2568,0
2569,0
2570,2
2571,1
2572,1
2573,1
2574,1
2575,0
2576,1
2577,2
2578,0
2579,1
2580,2
2581,1
2582,1
2583,1
2584,0
2585,1
2586,0
2587,0
2588,1
2589,2
2590,2
2591,1
2592,2
2593,0
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,2
2601,2
2602,1
2603,1
2604,0
2605,2
2606,2
2607,1
2608,1
2609,0
2610,2
2611,1
2612,1
2613,1
2614,0
2615,1
2616,1
2617,0
2618,1
2619,0
2620,2
2621,1
2622,0
2623,1
2624,1
2625,0
2626,2
2627,2
2628,0
2629,2
2630,1
2631,1
2632,0
2633,1
2634,2
2635,1
2636,2
2637,1
2638,1
2639,2
2640,1
2641,1
2642,1
2643,2
2644,1
2645,1
2646,0
2647,1
2648,1
2649,0
2650,1
2651,0
2652,2
2653,2
2654,2
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,1
2666,2
2667,2
2668,1
2669,1
2670,1
2671,1
2672,2
2673,2
2674,0
2675,1
2676,1
2677,0
2678,0
2679,1
2680,1
2681,1
2682,2
2683,1
2684,2
2685,2
2686,2
2687,1
2688,0
2689,2
2690,2
2691,0
2692,1
2693,0
2694,1
2695,1
2696,2
2697,1
2698,1
2699,2
2700,1
2701,2
2702,2
2703,2
2704,0
2705,1
2706,2
2707,1
2708,0
2709,1
2710,1
2711,1
2712,0
2713,1
2714,0
2715,0
2716,1
2717,0
2718,0
2719,0
2720,1
2721,2
2722,1
2723,2
2724,1
2725,1
2726,0
2727,1
2728,1
2729,2
2730,1
2731,1
2732,2
2733,1
2734,1
2735,0
2736,1
2737,1
2738,2
2739,2
2740,1
2741,0
2742,2
2743,2
2744,2
2745,0
2746,1
2747,1
2748,2
2749,2
2750,1
2751,2
2752,0
2753,1
2754,0
2755,0
2756,2
2757,2
2758,1
2759,1
2760,2
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,2
2768,2
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,2
2777,1
2778,2
2779,2
2780,2
2781,1
2782,2
2783,1
2784,1
2785,0
2786,2
2787,1
2788,2
2789,0
2790,0
2791,1
2792,1
2793,1
2794,1
2795,2
2796,2
2797,1
2798,2
2799,2
2800,0
2801,1
2802,0
2803,1
2804,1
2805,0
2806,1
2807,1
2808,1
2809,2
2810,0
2811,1
2812,2
2813,2
2814,2
2815,2
2816,2
2817,1
2818,1
2819,2
2820,1
2821,2
2822,1
2823,0
2824,1
2825,2
2826,2
2827,2
2828,2
2829,0
2830,1
2831,1
2832,0
2833,2
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,2
2843,0
2844,1
2845,1
2846,2
2847,2
2848,0
2849,0
2850,2
2851,0
2852,0
2853,1
2854,1
2855,0
2856,2
2857,1
2858,2
2859,2
2860,1
2861,2
2862,0
2863,1
2864,2
2865,2
2866,2
2867,1
2868,1
2869,2
2870,2
2871,2
2872,1
2873,1
2874,2
2875,1
2876,2
2877,1
2878,1
2879,2
2880,2
2881,1
2882,0
2883,1
2884,1
2885,1
2886,0
2887,0
2888,1
2889,1
2890,2
2891,2
2892,1
2893,1
2894,1
2895,1
2896,1
2897,2
2898,0
2899,0
2900,2
2901,1
2902,1
2903,1
2904,1
2905,1
2906,2
2907,0
2908,1
2909,2
2910,1
2911,2
2912,0
2913,2
2914,1
2915,1
2916,2
2917,1
2918,1
2919,2
2920,1
2921,2
2922,0
2923,1
2924,0
2925,2
2926,0
2927,2
2928,0
2929,1
2930,2
2931,0
2932,0
2933,1
2934,2
2935,1
2936,2
2937,2
2938,0
2939,2
2940,2
2941,1
2942,1
2943,2
2944,2
2945,0
2946,1
2947,1
2948,2
2949,0
2950,1
2951,0
2952,2
2953,1
2954,1
2955,2
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,1
2963,2
2964,1
2965,1
2966,0
2967,1
2968,1
2969,2
2970,2
2971,1
2972,1
2973,2
2974,2
2975,1
2976,1
2977,1
2978,1
2979,1
2980,2
2981,1
2982,2
2983,1
2984,0
2985,0
2986,0
2987,1
2988,2
2989,1
2990,0
2991,1
2992,1
2993,2
2994,1
2995,1
2996,0
